table_name,field_name,language,translation,record_id
routes,route_long_name,el,Αγία Νάπα (Υδροπάρκο) - Κάβο Γκρέκο - Κόννος - Πρωταράς - Περνέρα - Παραλίμνι,40000011
routes,route_long_name,el,Παραλίμνι - Περνέρα - Πρωταράς - Κόννος - Κάβο Γκρέκο - Αγία Νάπα (Υδροπάρκο),40010011
routes,route_long_name,el,Λούνα Παρκ-Θάλασσα-Πλ. Αγ. Νάπας-Λεωφ. Νήσι-Μαρίνα-Υδροπάρκο-Τ. Ανθία-Μ. Κάσιαλου-Θάλασσα-Πλ. Αγ. Νάπας-Λούνα Παρκ,40020011
routes,route_long_name,el,Σταθμός Πλ. Παρ.-1 Απριλίου (Β)-Γ. Παπαδ/λου-Λ. Κάππαρη-Λ. Πρωταρά-Εκκλ. Αγ. Βαρβάρας-Σταδίου-1 Απριλίου (Ν)-Στ. Πλ. Παρ,40030011
routes,route_long_name,el,Δερύνεια (Πράσ. Γραμμή)- Φρέναρος- Λιοπέτρι- Υδροπάρκο- Αγ. Νάπα- Παραλίμνι- Γεν. Νοσοκομείο- Δερύνεια (Πρασ. Γραμμή),40040011
routes,route_long_name,el,Δερύνεια (Πράσ. Γραμμή)- Γεν. Νοσοκομείο- Παραλίμνι- Αγ. Νάπα- Υδροπάρκο- Λιοπέτρι- Φρέναρος- Δερύνεια (Πρασ. Γραμμή),40050011
routes,route_long_name,el,Ορμήδεια - Ξυλοφάγου - Λιοπέτρι - Σωτήρα - Δερύνεια - Γεν. Νοσοκομείο Αμμοχώστου - Παραλίμνι,40060011
routes,route_long_name,el,Παραλίμνι - Γεν. Νοσοκομείο Αμμοχώστου - Δερύνεια - Σωτήρα - Λιοπέτρι - Ξυλοφάγου - Ορμήδεια,40060012
routes,route_long_name,el,Ξυλοτύμπου - Δασάκι Άχνας - Αυγόρου - Φρέναρος - Δερύνεια - Γενικό Νοσοκομείο Αμμοχώστου - Παραλίμνι,40070011
routes,route_long_name,el,Παραλίμνι - Γενικό Νοσοκομείο Αμμοχώστου - Δερύνεια - Φρέναρος - Αυγόρου - Δασάκι Άχνας - Ξυλοτύμπου,40070012
routes,route_long_name,el,Α.Η.Κ. Δεκέλεια - Ορμήδεια - Ξυλοφάγου - Λιοπέτρι - Σωτήρα - Παραλίμνι - Πρωταράς - Κόννος,40080011
routes,route_long_name,el,Κόννος - Πρωταράς - Παραλίμνι - Σωτήρα - Λιοπέτρι - Ξυλοφάγου - Ορμήδεια - Α.Η.Κ. Δεκέλεια,40080012
routes,route_long_name,el,Α.Η.Κ. Δεκέλεια - Ξυλοτύμπου - Ορμήδεια - Ξυλοφάγου - Αγία Νάπα,40090011
routes,route_long_name,el,Αγία Νάπα - Ξυλοφάγου - Ορμήδεια - Ξυλοτύμπου - Α.Η.Κ. Δεκέλεια,40090012
routes,route_long_name,el,Δασάκι Άχνας - Αυγόρου - Λιοπέτρι - Αγία Νάπα,40100011
routes,route_long_name,el,Αγία Νάπα - Λιοπέτρι - Αυγόρου - Δασάκι Άχνας,40100012
routes,route_long_name,el,Ξυλοτύμπου - Δασάκι Άχνας - Αυγόρου - Φρέναρος - Δερύνεια - Παραλίμνι - Πρωταράς - Κόννος,40110011
routes,route_long_name,el,Κόννος - Πρωταράς - Κάππαρης - Παραλίμνι - Δερύνεια - Φρέναρος - Αυγόρου - Δασάκι Άχνας - Ξυλοτύμπου,40110012
routes,route_long_name,el,Στροβίλια (Πράσινη Γραμμή) - Βρυσούλλες - Φρέναρος - Δερύνεια - Νοσοκομείο Αμμοχώστου - Παραλίμνι - Πρωταράς - Κόννος,40120011
routes,route_long_name,el,Κόννος - Πρωταράς - Παραλίμνι - Νοσοκομείο Αμμοχώστου - Δερύνεια - Φρέναρος - Βρυσούλλες - Στροβίλια (Πράσινη Γραμμή),40120012
routes,route_long_name,el,Στροβίλια (Πράσινη Γραμμή) - Βρυσούλλες - Φρέναρος - Σωτήρα - Αγία Νάπα,40130011
routes,route_long_name,el,Αγία Νάπα - Σωτήρα - Φρέναρος - Βρυσούλλες - Στροβίλια (Πράσινη Γραμμή),40130012
routes,route_long_name,el,Δερύνεια - Σωτήρα - Αγία Νάπα,40140011
routes,route_long_name,el,Αγία Νάπα - Σωτήρα - Δερύνεια,40140012
routes,route_long_name,el,Παραλίμνι-Κάππαρης-Πρωταράς-Κόννος-Αγ. Νάπα-Παραλία Αγ. Θέκλας-Ξυλοφάγου-Ορμήδεια-Λάρνακα-Νέο Νοσοκομείο-Metropolis Mall,40150011
routes,route_long_name,el,Metropolis Mall-Νέο Νοσοκομείο-Λάρνακα-Ορμήδεια-Ξυλοφάγου-Παραλία Αγ. Θέκλας-Αγ. Νάπα-Κόννος-Πρωταράς-Κάππαρης-Παραλίμνι,40150012
routes,route_long_name,el,Παραλίμνι-Νοσοκ. Αμμ/στου-Δερύνεια-Φρέναρος- Βρυσούλλες-Αυγόρου-Δασάκι-Ξυλοτύμπου-Λάρνακα-Νέο Νοσοκομείο-Metropolis Mall,40160011
routes,route_long_name,el,Metropolis Mall-Νέο Νοσοκομείο-Λάρνακα-Ξυλοτύμπου-Δασάκι-Αυγόρου-Βρυσούλλες-Φρέναρος-Δερύνεια-Νοσοκομείο-Παραλίμνι,40160012
routes,route_long_name,el,Παραλίμνι-Νοσοκομείο Αμμ/στου-Δερύνεια-Σωτήρα-Λιοπέτρι-Ξυλοφάγου-Δεκέλεια-Λάρνακα-Νέο Νοσοκομείο-Metropolis Mall,40170011
routes,route_long_name,el,Metropolis Mall-Νέο Νοσοκομείο-Λάρνακα-Δεκέλεια-Ξυλοφάγου-Λιοπέτρι-Σωτήρα-Δερύνεια-Νοσοκομείο Αμμ/στου-Παραλίμνι,40170012
routes,route_long_name,el,Γεν. Νοσοκομείο - Λύκειο Παραλιμνίου - Κάππαρης - Παραλίμνι - Αγ. Νάπα - Υδροπάρκο - Παραλία Αγ. Θέκλας,40180011
routes,route_long_name,el,Παραλία Αγ. Θέκλας - Υδροπάρκο - Αγ. Νάπα - Παραλίμνι - Κάππαρης - Λύκειο Παραλιμνίου,40180012
routes,route_long_name,el,Κυκλική Γραμμή Παραλίμνι - Περνέρα - Κάππαρης,40190011
routes,route_long_name,el,Παραλίμνι - Κάππαρης - Περνέρα - Πρωταράς - Κόννος,40200011
routes,route_long_name,el,Κόννος - Πρωταράς - Περνέρα - Κάππαρης - Παραλίμνι,40200012
routes,route_long_name,el,Παραλίμνι - Περνέρα - Πρωταράς - Κόννος,40210011
routes,route_long_name,el,Κόννος - Πρωταράς - Περνέρα - Παραλίμνι,40210012
routes,route_long_name,el,Σταθμός Αγ. Νάπας-Λεωφ. Νήσι-Ξεν. Μαρίνα-Λεωφ. Κρυού Νερού-Πλατεία Αγ. Νάπας-Λιμανάκι Αγ. Νάπας-Σταθμός Αγ. Νάπας,40220011
routes,route_long_name,el,Α.Η.Κ. Δεκέλεια - Ξυλοφάγου - Αγία Νάπα,40230011
routes,route_long_name,el,Αγία Νάπα - Ξυλοφάγου - Α.Η.Κ. Δεκέλεια,40230012
routes,route_long_name,el,Ξυλοτύμπου - Ορμήδεια - Ξυλοφάγου - Αγία Νάπα,40240011
routes,route_long_name,el,Αγία Νάπα - Ξυλοφάγου - Ορμήδεια - Ξυλοτύμπου,40240012
routes,route_long_name,el,Ξυλοφάγου - Αγία Νάπα,40250011
routes,route_long_name,el,Αγία Νάπα - Ξυλοφάγου,40250012
routes,route_long_name,el,Ξυλοφάγου - Λιοπέτρι - Σωτήρα - Παραλίμνι - Γενικό Νοσοκομείο Αμμοχώστου,40260011
routes,route_long_name,el,Παραλίμνι - Σωτήρα - Λιοπέτρι - Ξυλοφάγου,40260012
routes,route_long_name,el,Παραλίμνι -  Νοσοκομείο Αμμ/στου - Δερύνεια - Φρέναρος - Βρυσούλλες - Ξυλοτύμπου - Λάρνακα - Νέο Νοσοκομείο,40270011
routes,route_long_name,el,Παραλίμνι-Νοσοκομείο Αμμ/στου-Δερύνεια-Σωτήρα-Λιοπέτρι-Ξυλοφάγου-Δεκέλεια-Λάρνακα-Νέο Νοσοκομείο-Metropolis Mall,40280011
routes,route_long_name,el,Ξυλοτύμπου - Δασάκι Άχνας - Αυγόρου - Λιοπέτρι - Φρέναρος - Δερύνεια - Γενικό Νοσοκομείο Αμμοχώστου - Παραλίμνι,40290011
routes,route_long_name,el,Παραλίμνι - Γενικό Νοσοκομείο Αμμοχώστου - Δερύνεια - Φρέναρος - Λιοπέτρι - Αυγόρου - Δασάκι Άχνας - Ξυλοτύμπου,40290012
routes,route_long_name,el,Παραλίμνι - Δερύνεια - Φρέναρος - Βρυσούλλες - Αυγόρου,40300012
routes,route_long_name,el,Βρυσούλλες - Φρέναρος - Δερύνεια - Παραλίμνι - Αγία Νάπα,40310011
routes,route_long_name,el,Αυγόρου - Φρέναρος - Σωτήρα - Αγία Νάπα,40320011
stops,stop_name,el,Αγίας Θέκλας - 6η Στάση,5879
stops,stop_desc,el,ΑγΘε-6ηΣτ,5879
stops,stop_name,el,Λεωφ. Ακροπολεως - Ιθάκης,6650
stops,stop_desc,el,ΛεΑκ-Ιθ,6650
stops,stop_name,el,Ελευθερίας - Λεωφ. Αμμοχώστου,5770
stops,stop_desc,el,Ελ-ΛεΑμ,5770
stops,stop_name,el,Λεωφ. Πρωταρά - Κάβο Γκρέκο - 8η Στάση,5617
stops,stop_desc,el,Πρ-ΚΓκ-8Σ,5617
stops,stop_name,el,Λεωφ. Κρύου Νερού - 1η Στάση,5605
stops,stop_desc,el,ΚΝ-1Σ,5605
stops,stop_name,el,Καρυών - Ρήγα Φεραίου,7288
stops,stop_desc,el,Κα-ΡηΦε,7288
stops,stop_name,el,Λεωφ. Αμμοχώστου - Θέτιδος,6556
stops,stop_desc,el,ΛεΑμ-Θε,6556
stops,stop_name,el,Ξενοδοχείο Princess 2,6417
stops,stop_desc,el,ΞενοδPrinc,6417
stops,stop_name,el,28 Οκτωβρίου - 9 Ιουλίου,5919
stops,stop_desc,el,28Οκ-9Ιο,5919
stops,stop_name,el,Αμμοχώστου - Δημητρίου Χάματσου,5914
stops,stop_desc,el,Αμ-ΔηΧα,5914
stops,stop_name,el,Νέο Νοσοκομείο 1,6327
stops,stop_desc,el,ΝεοΝοσοκ,6327
stops,stop_name,el,Λεωφ. Κρύου Νερού - Ξενοδοχείο Marina 2,5602
stops,stop_desc,el,ΚΝ-ΞεMa,5602
stops,stop_name,el,Γιασουμή Κιλέ - Διονυσίου Σολωμού 2,5792
stops,stop_desc,el,ΓιΚι-ΔιΣο,5792
stops,stop_name,el,Αποστόλου Βαρνάβα - Ρηγαίνης,5759
stops,stop_desc,el,ΑπΒα-Ρη,5759
stops,stop_name,el,Εκκλησία Αγίου Γεωργίου 2,5906
stops,stop_desc,el,ΕκκΑγιΓεω,5906
stops,stop_name,el,Σταδίου - Αποστόλου Πέτρου,5807
stops,stop_desc,el,Στ-ΑπΠε,5807
stops,stop_name,el,Μιχαλάκη Καραολή - Πάμπου Τραγκουλά,5762
stops,stop_desc,el,ΜιΚα-ΠαΤρ,5762
stops,stop_name,el,Περνέρας - Ηφαίστου,5611
stops,stop_desc,el,Περ-Ηφα,5611
stops,stop_name,el,Νίκου Θεοφάνους - Χαμπή Μιχαηλίδη,5965
stops,stop_desc,el,ΝιΘε-ΧαΜι,5965
stops,stop_name,el,Στάδιο Αναγέννησης,5802
stops,stop_desc,el,ΣταδιΑναγε,5802
stops,stop_name,el,Λεωφ. Αρχιεπ. Μακαρίου Γ´ - Μιλτιάδους,6162
stops,stop_desc,el,ΑρΜαΓ-Μι,6162
stops,stop_name,el,Λεωφ. Λάρνακας - Δεκέλειας - 4η Στάση,6920
stops,stop_desc,el,Λα-Δε-4Σ,6920
stops,stop_name,el,Βρυσουδιών - 2η Στάση,5694
stops,stop_desc,el,Βρ-2ηΣτ,5694
stops,stop_name,el,1 Απριλίου - Ανδρέα Κάρυου,5930
stops,stop_desc,el,1Απ-ΑνΚα,5930
stops,stop_name,el,Δημόσιο Νηπιαγωγείο Αγ. Νάπας,5895
stops,stop_desc,el,ΔηΝηΑγΝα,5895
stops,stop_name,el,Δρόμος Παραλίμνι - Αγία Νάπα - 9η Στάση,5745
stops,stop_desc,el,ΔρΠα-ΑΝ-9Σ,5745
stops,stop_name,el,Ευαγγέλου Φλωράκη 1,7997
stops,stop_desc,el,ΕυαγΦλωρακ,7997
stops,stop_name,el,Δρόμος Ξυλοτύμβου - Δασάκι Άχνας,7071
stops,stop_desc,el,ΔρΞυ-ΔαΑχ,7071
stops,stop_name,el,Στάδιο Γ.Σ.Ζ. 1,6324
stops,stop_desc,el,ΣταδιΓ.Σ.Ζ,6324
stops,stop_name,el,Τεχνική και Γεωργική Σχολή Αμμοχώστου 1,5903
stops,stop_desc,el,ΤεκαΓεΣχΑμ,5903
stops,stop_name,el,Κόκκινες - Μελίνας Μερκούρη,5668
stops,stop_desc,el,Κο-ΜεΜε,5668
stops,stop_name,el,Ξενοδοχείο Princess 1,6429
stops,stop_desc,el,ΞενοδPrinc,6429
stops,stop_name,el,Λεωφ. Κάππαρη - 1η Στάση,5715
stops,stop_desc,el,ΛεΚα-1ηΣτ,5715
stops,stop_name,el,Τουριστικη Αγίας Θέκλας - 3η Στάση,5873
stops,stop_desc,el,ΤοΑΘε-3Σ,5873
stops,stop_name,el,Λεωφ. Πρωταρά - Ανταίου,5687
stops,stop_desc,el,ΛεΠρ-Αν,5687
stops,stop_name,el,Πυροσβεστικός Σταθμός Ορόκλινης 2,6427
stops,stop_desc,el,ΠυρΣταΟρο,6427
stops,stop_name,el,Εκκλησία Αρχ. Μιχαήλ και Αγ. Μαρίνας 2,5943
stops,stop_desc,el,ΕκΑΜικΑΜα,5943
stops,stop_name,el,Αφροδίτης - Αθηνάς,5613
stops,stop_desc,el,Αφρ-Αθη,5613
stops,stop_name,el,Κόννου - Ξενοδοχείο Grecian Park 2,5639
stops,stop_desc,el,Κο-ΞεGrPa,5639
stops,stop_name,el,Α´ Δημοτικό Σχολείο Αυγόρου 2,5908
stops,stop_desc,el,ΑΔηΣχΑυ,5908
stops,stop_name,el,Τεύκρου Ανθία - 2η Στάση,5889
stops,stop_desc,el,ΤεΑν-2ηΣτ,5889
stops,stop_name,el,Κόννου - Κίρκης 1,5636
stops,stop_desc,el,Κον-Κιρ,5636
stops,stop_name,el,Λεωφ. 1 Απριλίου - Τάσου Μάρκου 1,7276
stops,stop_desc,el,1Απ-ΤΜα,7276
stops,stop_name,el,Αχερίτου - Βάσου Σεργίου,5786
stops,stop_desc,el,Αχ-ΒαΣε,5786
stops,stop_name,el,Λεωφ. Νησί - Γιούρι Γκαγκάριν,5850
stops,stop_desc,el,ΛεΝη-ΓιΓκ,5850
stops,stop_name,el,Δημοκρατίας - Παλλέση,5959
stops,stop_desc,el,Δημ-Παλ,5959
stops,stop_name,el,Παραλία Αγία Τριάδα 2,5692
stops,stop_desc,el,ΠαρΑγιΤρι,5692
stops,stop_name,el,Παραλιμνίου 2,5812
stops,stop_desc,el,Παραλιμνιο,5812
stops,stop_name,el,Λεωφ. Ακροπόλεως - Lordos - Sandy - Golden Bay,6656
stops,stop_desc,el,Ακ-Lo-S-Go,6656
stops,stop_name,el,Α´ Δημοτικό Σχολείο Αυγόρου 1,5909
stops,stop_desc,el,ΑΔηΣχΑυ,5909
stops,stop_name,el,Ζαχαρία Σπύρου - Σταύρου Νεοφύτου,5968
stops,stop_desc,el,ΖαΣπ-ΣτΝε,5968
stops,stop_name,el,Δημαρχείο Ξυλοτύμβου 2,5935
stops,stop_desc,el,ΔημαρΞυλοτ,5935
stops,stop_name,el,Μεγ. Αλεξάνδρου - Μπουμπουλίνας,5707
stops,stop_desc,el,ΜεΑλ-Μπ,5707
stops,stop_name,el,Αποστ. Ανδρέα - Αγ. Θεοδώρου 1,5818
stops,stop_desc,el,ΑπΑν-ΑγΘε,5818
stops,stop_name,el,Αποστόλου Βαρνάβα - Υδραγωγείου,5758
stops,stop_desc,el,ΑπΒα-Υδ,5758
stops,stop_name,el,Αθλητικό Κέντρο Αγίας Νάπας,8021
stops,stop_desc,el,ΑθλΚεΑγΝαπ,8021
stops,stop_name,el,Λεωφ. Νησί - Νεόφυτου Πούλλου,5855
stops,stop_desc,el,ΛεΝη-ΝεΠο,5855
stops,stop_name,el,Κάβο Γκρέκο - 1η Στάση,5658
stops,stop_desc,el,ΟΚΓκ-1Σ,5658
stops,stop_name,el,Επαρχ. Δικαστήριο Αμμοχώστου 1,8001
stops,stop_desc,el,ΕπαΔικαΑμμ,8001
stops,stop_name,el,Λεωφ. Γρηγόρη Αυξεντίου - Φονιικούδες 1,6734
stops,stop_desc,el,ΛεΓρΑυ-Φο,6734
stops,stop_name,el,Λεωφ. Ακροπόλεως - Ξενοδοχείο Lordos,6665
stops,stop_desc,el,ΛεΑκ-ΞεLo,6665
stops,stop_name,el,Αγίας Θέκλας - 2η Στάση,5864
stops,stop_desc,el,ΑγΘε-2ηΣτ,5864
stops,stop_name,el,Τεύκρου Ανθία - Κατασπηλιών 2,5892
stops,stop_desc,el,ΤεΑν-Κα,5892
stops,stop_name,el,Εκκλησία Αγίου Γεωργίου 1,5907
stops,stop_desc,el,ΕκκΑγιΓεω,5907
stops,stop_name,el,Κοινοτικό Συμβούλιο Αχερίτου 1,5789
stops,stop_desc,el,ΚοιΣυμΑχε,5789
stops,stop_name,el,1η Στάση Α.Η.Κ. Δεκέλεια,5951
stops,stop_desc,el,1ηΣτΑ.Δε,5951
stops,stop_name,el,Αχυρώνας Λιοπετρίου 1,5923
stops,stop_desc,el,ΑχυρωΛιοπε,5923
stops,stop_name,el,Λεωφ. Πρωταρά - Κάβο Γκρέκο - 21η Στάση,5653
stops,stop_desc,el,Πρ-ΚΓκ-2Σ,5653
stops,stop_name,el,Λεωφ. 1 Απριλίου - Σταδίου,7275
stops,stop_desc,el,Λε1Απ-Στ,7275
stops,stop_name,el,Λεωφ. Νησί - Ισαάκ και Σολωμού,5853
stops,stop_desc,el,Ν-ΙκΣο,5853
stops,stop_name,el,Κυριάκου Μάτση - Τζων Κένvεντυ,5814
stops,stop_desc,el,ΚυΜα-ΤζΚε,5814
stops,stop_name,el,Δρόμος Παραλίμνι - Αγία Νάπα - 8η Στάση,5741
stops,stop_desc,el,ΔρΠα-ΑΝ-8Σ,5741
stops,stop_name,el,Αναστάση Μανώλη - Γρηγόρη Αυξεντίου,5963
